,start_time,ambient_temperature,battery_id,test_id,uid,filename,cycle_number
3016,[2009. 7. 16. 15. 30. 28.000],24,B0033,141,3017,03017.csv,57
3018,[2009. 7. 16. 19. 20. 31.781],24,B0033,143,3019,03019.csv,58
3020,[2009. 7. 16. 23. 12. 40.484],24,B0033,145,3021,03021.csv,59
3022,[2009. 7. 17. 3. 4. 30.531],24,B0033,147,3023,03023.csv,60
3025,[2009. 7. 17. 7. 32. 9.640],24,B0033,150,3026,03026.csv,61
3028,[2009. 7. 17. 12. 2. 59.515],24,B0033,153,3029,03029.csv,62
3030,[2009. 7. 17. 15. 54. 10.468],24,B0033,155,3031,03031.csv,63
3032,[2009. 7. 17. 19. 43. 16.218],24,B0033,157,3033,03033.csv,64
3034,[2009. 7. 17. 23. 34. 22.421],24,B0033,159,3035,03035.csv,65
3037,[2009. 7. 18. 4. 1. 49.984],24,B0033,162,3038,03038.csv,66
3041,[2009. 7. 23. 11. 55. 21.953],24,B0033,166,3042,03042.csv,67
3044,[2009. 7. 23. 16. 23. 40.343],24,B0033,169,3045,03045.csv,68
3046,[2009. 7. 23. 20. 13. 45.296],24,B0033,171,3047,03047.csv,69
3048,[2009. 7. 24. 0. 5. 23.906],24,B0033,173,3049,03049.csv,70
3050,[2009. 7. 24. 3. 56. 50.546],24,B0033,175,3051,03051.csv,71
3053,[2009. 7. 24. 8. 24. 55.609],24,B0033,178,3054,03054.csv,72
3056,[2009. 7. 24. 12. 55. 11.375],24,B0033,181,3057,03057.csv,73
3058,[2009. 7. 24. 16. 40. 21.187],24,B0033,183,3059,03059.csv,74
3060,[2009. 7. 24. 20. 29. 43.093],24,B0033,185,3061,03061.csv,75
3062,[2009. 7. 25. 0. 21. 50.109],24,B0033,187,3063,03063.csv,76
3065,[2009. 7. 25. 4. 49. 26.625],24,B0033,190,3066,03066.csv,77
3068,[2009. 7. 25. 9. 20. 20.984],24,B0033,193,3069,03069.csv,78
3070,[2009. 7. 25. 13. 13. 17.203],24,B0033,195,3071,03071.csv,79
3072,[2009. 7. 25. 17. 6. 32.296],24,B0033,197,3073,03073.csv,80
3074,[2009. 7. 25. 21. 0. 19.875],24,B0033,199,3075,03075.csv,81
3077,[2009. 7. 26. 1. 30. 15.437],24,B0033,202,3078,03078.csv,82
3080,[2009. 7. 26. 6. 0. 25.062],24,B0033,205,3081,03081.csv,83
3082,[2009. 7. 26. 9. 54. 53.843],24,B0033,207,3083,03083.csv,84
3084,[2009. 7. 26. 13. 48. 59.140],24,B0033,209,3085,03085.csv,85
3086,[2009. 7. 26. 17. 42. 54.921],24,B0033,211,3087,03087.csv,86
3089,[2009. 7. 26. 22. 12. 41.312],24,B0033,214,3090,03090.csv,87
3092,[2009. 7. 27. 2. 43. 12.750],24,B0033,217,3093,03093.csv,88
3094,[2009. 7. 27. 6. 36. 51.968],24,B0033,219,3095,03095.csv,89
3096,[2009. 7. 27. 10. 30. 25.593],24,B0033,221,3097,03097.csv,90
3098,[2009. 7. 27. 14. 23. 4.968],24,B0033,223,3099,03099.csv,91
3101,[2009. 7. 27. 18. 50. 36.250],24,B0033,226,3102,03102.csv,92
3104,[2009. 7. 27. 23. 21. 6.125],24,B0033,229,3105,03105.csv,93
3106,[2009. 7. 28. 3. 14. 13.296],24,B0033,231,3107,03107.csv,94
3108,[2009. 7. 28. 7. 8. 23.984],24,B0033,233,3109,03109.csv,95
3110,[2009. 7. 28. 11. 2. 51.093],24,B0033,235,3111,03111.csv,96
3113,[2009. 7. 28. 15. 32. 40.171],24,B0033,238,3114,03114.csv,97
3116,[2009. 7. 28. 20. 2. 28.625],24,B0033,241,3117,03117.csv,98
3118,[2009. 7. 28. 23. 55. 8.765],24,B0033,243,3119,03119.csv,99
3120,[2009. 7. 29. 3. 48. 56.265],24,B0033,245,3121,03121.csv,100
3122,[2009. 7. 29. 7. 42. 54.859],24,B0033,247,3123,03123.csv,101
3125,[2009. 7. 29. 12. 13. 5.843],24,B0033,250,3126,03126.csv,102
3128,[2009. 7. 29. 16. 43. 31.062],24,B0033,253,3129,03129.csv,103
3130,[2009. 7. 29. 20. 33. 51.328],24,B0033,255,3131,03131.csv,104
3132,[2009. 7. 30. 0. 26. 46.296],24,B0033,257,3133,03133.csv,105
3134,[2009. 7. 30. 4. 20. 49.968],24,B0033,259,3135,03135.csv,106
3137,[2009. 7. 30. 8. 50. 38.578],24,B0033,262,3138,03138.csv,107
3140,[2009. 7. 30. 13. 20. 56.406],24,B0033,265,3141,03141.csv,108
3142,[2009. 7. 30. 17. 11. 57.546],24,B0033,267,3143,03143.csv,109
3144,[2009. 7. 30. 21. 2. 14.578],24,B0033,269,3145,03145.csv,110
3146,[2009. 7. 31. 0. 55. 17.093],24,B0033,271,3147,03147.csv,111
3149,[2009. 7. 31. 5. 24. 22.937],24,B0033,274,3150,03150.csv,112
3152,[2009. 7. 31. 9. 54. 14.234],24,B0033,277,3153,03153.csv,113
3155,[2009. 7. 31. 17. 33. 22.078],24,B0033,280,3156,03156.csv,114
3158,[2009. 7. 31. 21. 55. 46.796],24,B0033,283,3159,03159.csv,115
3160,[2009. 8. 1. 1. 47. 4.312],24,B0033,285,3161,03161.csv,116
3162,[2009. 8. 1. 5. 39. 0.312],24,B0033,287,3163,03163.csv,117
3164,[2009. 8. 1. 9. 32. 45.984],24,B0033,289,3165,03165.csv,118
3167,[2009. 8. 1. 14. 1. 25.312],24,B0033,292,3168,03168.csv,119
3170,[2009. 8. 1. 18. 30. 44.968],24,B0033,295,3171,03171.csv,120
3172,[2009. 8. 1. 22. 22. 34.843],24,B0033,297,3173,03173.csv,121
3174,[2009. 8. 2. 2. 15. 9.171],24,B0033,299,3175,03175.csv,122
3176,[2009. 8. 2. 6. 8. 41.656],24,B0033,301,3177,03177.csv,123
3179,[2009. 8. 2. 10. 37. 58.593],24,B0033,304,3180,03180.csv,124
3182,[2009. 8. 2. 15. 7. 18.093],24,B0033,307,3183,03183.csv,125
3184,[2009. 8. 2. 19. 0. 39.468],24,B0033,309,3185,03185.csv,126
3186,[2009. 8. 2. 22. 53. 43.218],24,B0033,311,3187,03187.csv,127
3188,[2009. 8. 3. 2. 47. 0.515],24,B0033,313,3189,03189.csv,128
3191,[2009. 8. 3. 7. 16. 4.218],24,B0033,316,3192,03192.csv,129
3194,[2009. 8. 3. 11. 45. 39.265],24,B0033,319,3195,03195.csv,130
3196,[2009. 8. 3. 15. 36. 25.093],24,B0033,321,3197,03197.csv,131
3198,[2009. 8. 3. 19. 30. 6.687],24,B0033,323,3199,03199.csv,132
3200,[2009. 8. 3. 23. 23. 20.781],24,B0033,325,3201,03201.csv,133
3203,[2009. 8. 4. 3. 52. 16.765],24,B0033,328,3204,03204.csv,134
3207,[2009. 8. 5. 12. 16. 5.781],24,B0033,332,3208,03208.csv,135
3210,[2009. 8. 5. 16. 45. 40.718],24,B0033,335,3211,03211.csv,136
3212,[2009. 8. 5. 20. 37. 9.671],24,B0033,337,3213,03213.csv,137
3214,[2009. 8. 6. 0. 30. 42.343],24,B0033,339,3215,03215.csv,138
3216,[2009. 8. 6. 4. 24. 5.078],24,B0033,341,3217,03217.csv,139
3219,[2009. 8. 6. 8. 50. 10.984],24,B0033,344,3220,03220.csv,140
3222,[2009. 8. 6. 13. 17. 4.312],24,B0033,347,3223,03223.csv,141
3224,[2009. 8. 6. 17. 5. 18.687],24,B0033,349,3225,03225.csv,142
3226,[2009. 8. 6. 20. 52. 26.765],24,B0033,351,3227,03227.csv,143
3228,[2009. 8. 7. 0. 40. 51.984],24,B0033,353,3229,03229.csv,144
3231,[2009. 8. 7. 5. 7. 21.093],24,B0033,356,3232,03232.csv,145
3234,[2009. 8. 7. 9. 35. 47.859],24,B0033,359,3235,03235.csv,146
3236,[2009. 8. 7. 13. 23. 52.437],24,B0033,361,3237,03237.csv,147
3238,[2009. 8. 7. 17. 12. 32.781],24,B0033,363,3239,03239.csv,148
3240,[2009. 8. 7. 21. 5. 28.578],24,B0033,365,3241,03241.csv,149
3243,[2009. 8. 8. 1. 33. 53.015],24,B0033,368,3244,03244.csv,150
3246,[2009. 8. 8. 6. 2. 11.484],24,B0033,371,3247,03247.csv,151
3248,[2009. 8. 8. 9. 54. 44.140],24,B0033,373,3249,03249.csv,152
3250,[2009. 8. 8. 13. 47. 5.281],24,B0033,375,3251,03251.csv,153
3252,[2009. 8. 8. 17. 39. 14.687],24,B0033,377,3253,03253.csv,154
3255,[2009. 8. 8. 22. 7. 14.500],24,B0033,380,3256,03256.csv,155
3259,[2009. 8. 17. 14. 36. 33.453],24,B0033,384,3260,03260.csv,156
3262,[2009. 8. 17. 19. 6. 48.687],24,B0033,387,3263,03263.csv,157
3264,[2009. 8. 17. 22. 59. 22.265],24,B0033,389,3265,03265.csv,158
3266,[2009. 8. 18. 2. 53. 20.906],24,B0033,391,3267,03267.csv,159
3268,[2009. 8. 18. 6. 47. 7.906],24,B0033,393,3269,03269.csv,160
3271,[2009. 8. 18. 11. 16. 57.750],24,B0033,396,3272,03272.csv,161
3274,[2009. 8. 18. 15. 46. 59.359],24,B0033,399,3275,03275.csv,162
3276,[2009. 8. 18. 19. 37. 31.843],24,B0033,401,3277,03277.csv,163
3278,[2009. 8. 18. 23. 30. 58.312],24,B0033,403,3279,03279.csv,164
3280,[2009. 8. 19. 3. 24. 8.890],24,B0033,405,3281,03281.csv,165
3283,[2009. 8. 19. 7. 53. 14.718],24,B0033,408,3284,03284.csv,166
3286,[2009. 8. 19. 12. 22. 31.687],24,B0033,411,3287,03287.csv,167
3288,[2009. 8. 19. 16. 15. 46.875],24,B0033,413,3289,03289.csv,168
3290,[2009. 8. 19. 20. 9. 6.890],24,B0033,415,3291,03291.csv,169
3292,[2009. 8. 20. 0. 2. 2.593],24,B0033,417,3293,03293.csv,170
3295,[2009. 8. 20. 4. 30. 50.218],24,B0033,420,3296,03296.csv,171
3298,[2009. 8. 20. 8. 59. 28.296],24,B0033,423,3299,03299.csv,172
3300,[2009. 8. 20. 12. 52. 27.468],24,B0033,425,3301,03301.csv,173
3302,[2009. 8. 20. 16. 43. 8.046],24,B0033,427,3303,03303.csv,174
3304,[2009. 8. 20. 20. 33. 39.812],24,B0033,429,3305,03305.csv,175
3307,[2009. 8. 21. 1. 2. 8.109],24,B0033,432,3308,03308.csv,176
3311,[2009. 8. 21. 19. 26. 46.671],24,B0033,436,3312,03312.csv,177
3314,[2009. 8. 21. 23. 55. 20.484],24,B0033,439,3315,03315.csv,178
3316,[2009. 8. 22. 3. 47. 50.937],24,B0033,441,3317,03317.csv,179
3318,[2009. 8. 22. 7. 40. 9.781],24,B0033,443,3319,03319.csv,180
3320,[2009. 8. 22. 11. 32. 21.015],24,B0033,445,3321,03321.csv,181
3323,[2009. 8. 22. 16. 0. 27.859],24,B0033,448,3324,03324.csv,182
3326,[2009. 8. 22. 20. 28. 32.062],24,B0033,451,3327,03327.csv,183
3328,[2009. 8. 23. 0. 20. 41.046],24,B0033,453,3329,03329.csv,184
3330,[2009. 8. 23. 4. 12. 36.468],24,B0033,455,3331,03331.csv,185
3332,[2009. 8. 23. 8. 4. 19.531],24,B0033,457,3333,03333.csv,186
3335,[2009. 8. 23. 12. 32. 3.093],24,B0033,460,3336,03336.csv,187
3338,[2009. 8. 23. 16. 59. 46.156],24,B0033,463,3339,03339.csv,188
3340,[2009. 8. 23. 20. 51. 14.890],24,B0033,465,3341,03341.csv,189
3342,[2009. 8. 24. 0. 42. 30.015],24,B0033,467,3343,03343.csv,190
3344,[2009. 8. 24. 4. 33. 32.734],24,B0033,469,3345,03345.csv,191
3347,[2009. 8. 24. 9. 0. 42.171],24,B0033,472,3348,03348.csv,192
3350,[2009. 8. 24. 13. 28. 37.031],24,B0033,475,3351,03351.csv,193
3352,[2009. 8. 24. 17. 20. 29.984],24,B0033,477,3353,03353.csv,194
3354,[2009. 8. 24. 21. 11. 46.656],24,B0033,479,3355,03355.csv,195
3356,[2009. 8. 25. 1. 2. 37.531],24,B0033,481,3357,03357.csv,196
3359,[2009. 8. 25. 5. 29. 20.390],24,B0033,484,3360,03360.csv,197
3363,[2009. 6. 19. 18. 25. 58.640],24,B0034,2,3364,03364.csv,1
3366,[2009. 6. 19. 22. 58. 30.843],24,B0034,5,3367,03367.csv,2
3368,[2009. 6. 20. 2. 55. 25.265],24,B0034,7,3369,03369.csv,3
3370,[2009. 6. 20. 6. 51. 23.171],24,B0034,9,3371,03371.csv,4
3372,[2009. 6. 20. 10. 46. 8.984],24,B0034,11,3373,03373.csv,5
3375,[2009. 6. 20. 15. 18. 25.765],24,B0034,14,3376,03376.csv,6
3378,[2009. 6. 20. 19. 50. 37.765],24,B0034,17,3379,03379.csv,7
3380,[2009. 6. 20. 23. 47. 6.421],24,B0034,19,3381,03381.csv,8
3382,[2009. 6. 21. 3. 43. 37.421],24,B0034,21,3383,03383.csv,9
3384,[2009. 6. 21. 7. 40. 1.625],24,B0034,23,3385,03385.csv,10
3387,[2009. 6. 21. 12. 12. 7.046],24,B0034,26,3388,03388.csv,11
3390,[2009. 6. 21. 16. 44. 12.312],24,B0034,29,3391,03391.csv,12
3392,[2009. 6. 21. 20. 40. 28.906],24,B0034,31,3393,03393.csv,13
3394,[2009. 6. 22. 0. 36. 42.578],24,B0034,33,3395,03395.csv,14
3396,[2009. 6. 22. 4. 32. 51.750],24,B0034,35,3397,03397.csv,15
3399,[2009. 6. 22. 9. 4. 49.718],24,B0034,38,3400,03400.csv,16
3402,[2009. 6. 22. 13. 36. 56.609],24,B0034,41,3403,03403.csv,17
3404,[2009. 6. 22. 17. 33. 30.843],24,B0034,43,3405,03405.csv,18
3406,[2009. 6. 22. 21. 29. 47.796],24,B0034,45,3407,03407.csv,19
3408,[2009. 6. 23. 1. 25. 50.515],24,B0034,47,3409,03409.csv,20
3411,[2009. 6. 23. 5. 57. 28.093],24,B0034,50,3412,03412.csv,21
3415,[2009. 6. 26. 17. 0. 29.625],24,B0034,54,3416,03416.csv,22
3418,[2009. 6. 26. 21. 28. 1.531],24,B0034,57,3419,03419.csv,23
3420,[2009. 6. 27. 1. 23. 59.218],24,B0034,59,3421,03421.csv,24
3422,[2009. 6. 27. 5. 20. 35.984],24,B0034,61,3423,03423.csv,25
3424,[2009. 6. 27. 9. 17. 4.250],24,B0034,63,3425,03425.csv,26
3427,[2009. 6. 27. 13. 49. 9.515],24,B0034,66,3428,03428.csv,27
3430,[2009. 6. 27. 18. 21. 18.234],24,B0034,69,3431,03431.csv,28
3432,[2009. 6. 27. 22. 17. 17.406],24,B0034,71,3433,03433.csv,29
3434,[2009. 6. 28. 2. 13. 30.812],24,B0034,73,3435,03435.csv,30
3436,[2009. 6. 28. 6. 9. 35.093],24,B0034,75,3437,03437.csv,31
3439,[2009. 6. 28. 10. 41. 7.187],24,B0034,78,3440,03440.csv,32
3442,[2009. 6. 28. 15. 12. 50.796],24,B0034,81,3443,03443.csv,33
3444,[2009. 6. 28. 19. 8. 0.671],24,B0034,83,3445,03445.csv,34
3446,[2009. 6. 28. 23. 2. 27.281],24,B0034,85,3447,03447.csv,35
3448,[2009. 6. 29. 2. 58. 13.109],24,B0034,87,3449,03449.csv,36
3451,[2009. 6. 29. 7. 29. 18.390],24,B0034,90,3452,03452.csv,37
3454,[2009. 6. 29. 12. 1. 7.828],24,B0034,93,3455,03455.csv,38
3456,[2009. 6. 29. 15. 54. 32.859],24,B0034,95,3457,03457.csv,39
3458,[2009. 6. 29. 19. 45. 14.390],24,B0034,97,3459,03459.csv,40
3460,[2009. 6. 29. 23. 38. 55.953],24,B0034,99,3461,03461.csv,41
3463,[2009. 6. 30. 4. 6. 30.343],24,B0034,102,3464,03464.csv,42
3467,[2009. 7. 1. 12. 45. 34.265],24,B0034,106,3468,03468.csv,43
3470,[2009. 7. 1. 17. 13. 7.140],24,B0034,109,3471,03471.csv,44
3472,[2009. 7. 1. 21. 4. 46.796],24,B0034,111,3473,03473.csv,45
3475,[2009. 7. 14. 17. 52. 0.531],24,B0034,114,3476,03476.csv,46
3478,[2009. 7. 14. 22. 18. 36.765],24,B0034,117,3479,03479.csv,47
3480,[2009. 7. 15. 2. 10. 47.203],24,B0034,119,3481,03481.csv,48
3482,[2009. 7. 15. 6. 3. 37.218],24,B0034,121,3483,03483.csv,49
3484,[2009. 7. 15. 9. 59. 39.609],24,B0034,123,3485,03485.csv,50
3487,[2009. 7. 15. 14. 28. 16.687],24,B0034,126,3488,03488.csv,51
3490,[2009. 7. 15. 18. 55. 33.765],24,B0034,129,3491,03491.csv,52
3492,[2009. 7. 15. 22. 47. 13.640],24,B0034,131,3493,03493.csv,53
3494,[2009. 7. 16. 2. 39. 19.406],24,B0034,133,3495,03495.csv,54
3496,[2009. 7. 16. 6. 31. 53.453],24,B0034,135,3497,03497.csv,55
3499,[2009. 7. 16. 10. 59. 21.234],24,B0034,138,3500,03500.csv,56
3502,[2009. 7. 16. 15. 30. 28.000],24,B0034,141,3503,03503.csv,57
3504,[2009. 7. 16. 19. 20. 31.781],24,B0034,143,3505,03505.csv,58
3506,[2009. 7. 16. 23. 12. 40.484],24,B0034,145,3507,03507.csv,59
3508,[2009. 7. 17. 3. 4. 30.531],24,B0034,147,3509,03509.csv,60
3511,[2009. 7. 17. 7. 32. 9.640],24,B0034,150,3512,03512.csv,61
3514,[2009. 7. 17. 12. 2. 59.515],24,B0034,153,3515,03515.csv,62
3516,[2009. 7. 17. 15. 54. 10.468],24,B0034,155,3517,03517.csv,63
3518,[2009. 7. 17. 19. 43. 16.218],24,B0034,157,3519,03519.csv,64
3520,[2009. 7. 17. 23. 34. 22.421],24,B0034,159,3521,03521.csv,65
3523,[2009. 7. 18. 4. 1. 49.984],24,B0034,162,3524,03524.csv,66
3527,[2009. 7. 23. 11. 55. 21.953],24,B0034,166,3528,03528.csv,67
3530,[2009. 7. 23. 16. 23. 40.343],24,B0034,169,3531,03531.csv,68
3532,[2009. 7. 23. 20. 13. 45.296],24,B0034,171,3533,03533.csv,69
3534,[2009. 7. 24. 0. 5. 23.906],24,B0034,173,3535,03535.csv,70
3536,[2009. 7. 24. 3. 56. 50.546],24,B0034,175,3537,03537.csv,71
3539,[2009. 7. 24. 8. 24. 55.609],24,B0034,178,3540,03540.csv,72
3542,[2009. 7. 24. 12. 55. 11.375],24,B0034,181,3543,03543.csv,73
3544,[2009. 7. 24. 16. 40. 21.187],24,B0034,183,3545,03545.csv,74
3546,[2009. 7. 24. 20. 29. 43.093],24,B0034,185,3547,03547.csv,75
3548,[2009. 7. 25. 0. 21. 50.109],24,B0034,187,3549,03549.csv,76
3551,[2009. 7. 25. 4. 49. 26.625],24,B0034,190,3552,03552.csv,77
3554,[2009. 7. 25. 9. 20. 20.984],24,B0034,193,3555,03555.csv,78
3556,[2009. 7. 25. 13. 13. 17.203],24,B0034,195,3557,03557.csv,79
3558,[2009. 7. 25. 17. 6. 32.296],24,B0034,197,3559,03559.csv,80
3560,[2009. 7. 25. 21. 0. 19.875],24,B0034,199,3561,03561.csv,81
3563,[2009. 7. 26. 1. 30. 15.437],24,B0034,202,3564,03564.csv,82
3566,[2009. 7. 26. 6. 0. 25.062],24,B0034,205,3567,03567.csv,83
3568,[2009. 7. 26. 9. 54. 53.843],24,B0034,207,3569,03569.csv,84
3570,[2009. 7. 26. 13. 48. 59.140],24,B0034,209,3571,03571.csv,85
3572,[2009. 7. 26. 17. 42. 54.921],24,B0034,211,3573,03573.csv,86
3575,[2009. 7. 26. 22. 12. 41.312],24,B0034,214,3576,03576.csv,87
3578,[2009. 7. 27. 2. 43. 12.750],24,B0034,217,3579,03579.csv,88
3580,[2009. 7. 27. 6. 36. 51.968],24,B0034,219,3581,03581.csv,89
3582,[2009. 7. 27. 10. 30. 25.593],24,B0034,221,3583,03583.csv,90
3584,[2009. 7. 27. 14. 23. 4.968],24,B0034,223,3585,03585.csv,91
3587,[2009. 7. 27. 18. 50. 36.250],24,B0034,226,3588,03588.csv,92
3590,[2009. 7. 27. 23. 21. 6.125],24,B0034,229,3591,03591.csv,93
3592,[2009. 7. 28. 3. 14. 13.296],24,B0034,231,3593,03593.csv,94
3594,[2009. 7. 28. 7. 8. 23.984],24,B0034,233,3595,03595.csv,95
3596,[2009. 7. 28. 11. 2. 51.093],24,B0034,235,3597,03597.csv,96
3599,[2009. 7. 28. 15. 32. 40.171],24,B0034,238,3600,03600.csv,97
3602,[2009. 7. 28. 20. 2. 28.625],24,B0034,241,3603,03603.csv,98
3604,[2009. 7. 28. 23. 55. 8.765],24,B0034,243,3605,03605.csv,99
3606,[2009. 7. 29. 3. 48. 56.265],24,B0034,245,3607,03607.csv,100
3608,[2009. 7. 29. 7. 42. 54.859],24,B0034,247,3609,03609.csv,101
3611,[2009. 7. 29. 12. 13. 5.843],24,B0034,250,3612,03612.csv,102
3614,[2009. 7. 29. 16. 43. 31.062],24,B0034,253,3615,03615.csv,103
3616,[2009. 7. 29. 20. 33. 51.328],24,B0034,255,3617,03617.csv,104
3618,[2009. 7. 30. 0. 26. 46.296],24,B0034,257,3619,03619.csv,105
3620,[2009. 7. 30. 4. 20. 49.968],24,B0034,259,3621,03621.csv,106
3623,[2009. 7. 30. 8. 50. 38.578],24,B0034,262,3624,03624.csv,107
3626,[2009. 7. 30. 13. 20. 56.406],24,B0034,265,3627,03627.csv,108
3628,[2009. 7. 30. 17. 11. 57.546],24,B0034,267,3629,03629.csv,109
3630,[2009. 7. 30. 21. 2. 14.578],24,B0034,269,3631,03631.csv,110
3632,[2009. 7. 31. 0. 55. 17.093],24,B0034,271,3633,03633.csv,111
3635,[2009. 7. 31. 5. 24. 22.937],24,B0034,274,3636,03636.csv,112
3638,[2009. 7. 31. 9. 54. 14.234],24,B0034,277,3639,03639.csv,113
3641,[2009. 7. 31. 17. 33. 22.078],24,B0034,280,3642,03642.csv,114
3644,[2009. 7. 31. 21. 55. 46.796],24,B0034,283,3645,03645.csv,115
3646,[2009. 8. 1. 1. 47. 4.312],24,B0034,285,3647,03647.csv,116
3648,[2009. 8. 1. 5. 39. 0.312],24,B0034,287,3649,03649.csv,117
3650,[2009. 8. 1. 9. 32. 45.984],24,B0034,289,3651,03651.csv,118
3653,[2009. 8. 1. 14. 1. 25.312],24,B0034,292,3654,03654.csv,119
3656,[2009. 8. 1. 18. 30. 44.968],24,B0034,295,3657,03657.csv,120
3658,[2009. 8. 1. 22. 22. 34.843],24,B0034,297,3659,03659.csv,121
3660,[2009. 8. 2. 2. 15. 9.171],24,B0034,299,3661,03661.csv,122
3662,[2009. 8. 2. 6. 8. 41.656],24,B0034,301,3663,03663.csv,123
3665,[2009. 8. 2. 10. 37. 58.593],24,B0034,304,3666,03666.csv,124
3668,[2009. 8. 2. 15. 7. 18.093],24,B0034,307,3669,03669.csv,125
3670,[2009. 8. 2. 19. 0. 39.468],24,B0034,309,3671,03671.csv,126
3672,[2009. 8. 2. 22. 53. 43.218],24,B0034,311,3673,03673.csv,127
3674,[2009. 8. 3. 2. 47. 0.515],24,B0034,313,3675,03675.csv,128
3677,[2009. 8. 3. 7. 16. 4.218],24,B0034,316,3678,03678.csv,129
3680,[2009. 8. 3. 11. 45. 39.265],24,B0034,319,3681,03681.csv,130
3682,[2009. 8. 3. 15. 36. 25.093],24,B0034,321,3683,03683.csv,131
3684,[2009. 8. 3. 19. 30. 6.687],24,B0034,323,3685,03685.csv,132
3686,[2009. 8. 3. 23. 23. 20.781],24,B0034,325,3687,03687.csv,133
3689,[2009. 8. 4. 3. 52. 16.765],24,B0034,328,3690,03690.csv,134
3693,[2009. 8. 5. 12. 16. 5.781],24,B0034,332,3694,03694.csv,135
3696,[2009. 8. 5. 16. 45. 40.718],24,B0034,335,3697,03697.csv,136
3698,[2009. 8. 5. 20. 37. 9.671],24,B0034,337,3699,03699.csv,137
3700,[2009. 8. 6. 0. 30. 42.343],24,B0034,339,3701,03701.csv,138
3702,[2009. 8. 6. 4. 24. 5.078],24,B0034,341,3703,03703.csv,139
3705,[2009. 8. 6. 8. 50. 10.984],24,B0034,344,3706,03706.csv,140
3708,[2009. 8. 6. 13. 17. 4.312],24,B0034,347,3709,03709.csv,141
3710,[2009. 8. 6. 17. 5. 18.687],24,B0034,349,3711,03711.csv,142
3712,[2009. 8. 6. 20. 52. 26.765],24,B0034,351,3713,03713.csv,143
3714,[2009. 8. 7. 0. 40. 51.984],24,B0034,353,3715,03715.csv,144
3717,[2009. 8. 7. 5. 7. 21.093],24,B0034,356,3718,03718.csv,145
3720,[2009. 8. 7. 9. 35. 47.859],24,B0034,359,3721,03721.csv,146
3722,[2009. 8. 7. 13. 23. 52.437],24,B0034,361,3723,03723.csv,147
3724,[2009. 8. 7. 17. 12. 32.781],24,B0034,363,3725,03725.csv,148
3726,[2009. 8. 7. 21. 5. 28.578],24,B0034,365,3727,03727.csv,149
3729,[2009. 8. 8. 1. 33. 53.015],24,B0034,368,3730,03730.csv,150
3732,[2009. 8. 8. 6. 2. 11.484],24,B0034,371,3733,03733.csv,151
3734,[2009. 8. 8. 9. 54. 44.140],24,B0034,373,3735,03735.csv,152
3736,[2009. 8. 8. 13. 47. 5.281],24,B0034,375,3737,03737.csv,153
3738,[2009. 8. 8. 17. 39. 14.687],24,B0034,377,3739,03739.csv,154
3741,[2009. 8. 8. 22. 7. 14.500],24,B0034,380,3742,03742.csv,155
3745,[2009. 8. 17. 14. 36. 33.453],24,B0034,384,3746,03746.csv,156
3748,[2009. 8. 17. 19. 6. 48.687],24,B0034,387,3749,03749.csv,157
3750,[2009. 8. 17. 22. 59. 22.265],24,B0034,389,3751,03751.csv,158
3752,[2009. 8. 18. 2. 53. 20.906],24,B0034,391,3753,03753.csv,159
3754,[2009. 8. 18. 6. 47. 7.906],24,B0034,393,3755,03755.csv,160
3757,[2009. 8. 18. 11. 16. 57.750],24,B0034,396,3758,03758.csv,161
3760,[2009. 8. 18. 15. 46. 59.359],24,B0034,399,3761,03761.csv,162
3762,[2009. 8. 18. 19. 37. 31.843],24,B0034,401,3763,03763.csv,163
3764,[2009. 8. 18. 23. 30. 58.312],24,B0034,403,3765,03765.csv,164
3766,[2009. 8. 19. 3. 24. 8.890],24,B0034,405,3767,03767.csv,165
3769,[2009. 8. 19. 7. 53. 14.718],24,B0034,408,3770,03770.csv,166
3772,[2009. 8. 19. 12. 22. 31.687],24,B0034,411,3773,03773.csv,167
3774,[2009. 8. 19. 16. 15. 46.875],24,B0034,413,3775,03775.csv,168
3776,[2009. 8. 19. 20. 9. 6.890],24,B0034,415,3777,03777.csv,169
3778,[2009. 8. 20. 0. 2. 2.593],24,B0034,417,3779,03779.csv,170
3781,[2009. 8. 20. 4. 30. 50.218],24,B0034,420,3782,03782.csv,171
3784,[2009. 8. 20. 8. 59. 28.296],24,B0034,423,3785,03785.csv,172
3786,[2009. 8. 20. 12. 52. 27.468],24,B0034,425,3787,03787.csv,173
3788,[2009. 8. 20. 16. 43. 8.046],24,B0034,427,3789,03789.csv,174
3790,[2009. 8. 20. 20. 33. 39.812],24,B0034,429,3791,03791.csv,175
3793,[2009. 8. 21. 1. 2. 8.109],24,B0034,432,3794,03794.csv,176
3797,[2009. 8. 21. 19. 26. 46.671],24,B0034,436,3798,03798.csv,177
3800,[2009. 8. 21. 23. 55. 20.484],24,B0034,439,3801,03801.csv,178
3802,[2009. 8. 22. 3. 47. 50.937],24,B0034,441,3803,03803.csv,179
3804,[2009. 8. 22. 7. 40. 9.781],24,B0034,443,3805,03805.csv,180
3806,[2009. 8. 22. 11. 32. 21.015],24,B0034,445,3807,03807.csv,181
3809,[2009. 8. 22. 16. 0. 27.859],24,B0034,448,3810,03810.csv,182
3812,[2009. 8. 22. 20. 28. 32.062],24,B0034,451,3813,03813.csv,183
