,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,cycle_number
5617,[2010. 6. 24. 0. 22. 53.234],4,B0044,205,5618,05618.csv,0.0615436456229027,84
5619,[2010. 6. 24. 1. 18. 4.437],4,B0044,207,5620,05620.csv,0.0613682829819075,85
5621,[2010. 6. 24. 2. 17. 42.484],4,B0044,209,5622,05622.csv,0.0616335088887399,86
5623,[2010. 6. 24. 3. 12. 12.500],4,B0044,211,5624,05624.csv,0.0619810308759487,87
5627,[2010. 6. 25. 18. 45. 5.406],4,B0044,215,5628,05628.csv,1.4779954511171076,88
5631,[2010. 6. 26. 0. 33. 10.328],4,B0044,219,5632,05632.csv,1.494119871447679,89
5633,[2010. 6. 26. 5. 11. 6.265],4,B0044,221,5634,05634.csv,1.488007820113173,90
5635,[2010. 6. 26. 9. 48. 28.984],4,B0044,223,5636,05636.csv,1.4748338592717107,91
5637,[2010. 6. 26. 14. 25. 15.640],4,B0044,225,5638,05638.csv,1.4604378044785566,92
5639,[2010. 6. 26. 19. 1. 10.906],4,B0044,227,5640,05640.csv,1.452380841576719,93
5643,[2010. 6. 27. 0. 48. 32.265],4,B0044,231,5644,05644.csv,1.441102888364986,94
5645,[2010. 6. 27. 5. 23. 33.859],4,B0044,233,5646,05646.csv,1.4300355978410688,95
5647,[2010. 6. 27. 9. 58. 20.953],4,B0044,235,5648,05648.csv,1.413943296719903,96
5649,[2010. 6. 27. 14. 32. 41.171],4,B0044,237,5650,05650.csv,1.3972667497450315,97
5651,[2010. 6. 27. 19. 6. 37.984],4,B0044,239,5652,05652.csv,1.3865375876825874,98
5655,[2010. 6. 28. 0. 51. 57.734],4,B0044,243,5656,05656.csv,1.3724753685724698,99
5657,[2010. 6. 28. 5. 24. 57.140],4,B0044,245,5658,05658.csv,1.3598593948812812,100
5659,[2010. 6. 28. 9. 57. 41.468],4,B0044,247,5660,05660.csv,1.3486733410392264,101
5661,[2010. 6. 28. 14. 29. 46.171],4,B0044,249,5662,05662.csv,1.3334258933205057,102
5663,[2010. 6. 28. 19. 1. 9.578],4,B0044,251,5664,05664.csv,1.3387793081075827,103
5667,[2010. 6. 29. 0. 44. 0.078],4,B0044,255,5668,05668.csv,1.3153320403016997,104
5669,[2010. 6. 29. 5. 14. 48.968],4,B0044,257,5670,05670.csv,1.322963328110081,105
5671,[2010. 6. 29. 9. 44. 58.609],4,B0044,259,5672,05672.csv,1.3086991524155074,106
5673,[2010. 6. 29. 14. 14. 43.546],4,B0044,261,5674,05674.csv,1.2897499583900436,107
5675,[2010. 6. 29. 18. 44. 1.531],4,B0044,263,5676,05676.csv,1.2906172590904164,108
5679,[2010. 6. 30. 0. 24. 32.875],4,B0044,267,5680,05680.csv,1.2752011253442166,109
5681,[2010. 6. 30. 4. 53. 18.500],4,B0044,269,5682,05682.csv,1.268607265737458,110
5683,[2010. 6. 30. 9. 21. 28.343],4,B0044,271,5684,05684.csv,1.2565759973225976,111
5685,[2010. 6. 30. 13. 49. 7.171],4,B0044,273,5686,05686.csv,1.2486254509320869,112
5687,[2010. 7. 21. 15. 0. 35.093],4,B0045,0,5688,05688.csv,1.0819793880779518,1
5691,[2010. 7. 21. 21. 2. 56.984],4,B0045,4,5692,05692.csv,0.927952404748273,2
5693,[2010. 7. 22. 1. 40. 6.218],4,B0045,6,5694,05694.csv,0.885193608411576,3
5695,[2010. 7. 22. 6. 16. 21.781],4,B0045,8,5696,05696.csv,0.8581010699478283,4
5697,[2010. 7. 22. 10. 51. 48.203],4,B0045,10,5698,05698.csv,0.8409352213456689,5
5699,[2010. 7. 22. 15. 26. 29.359],4,B0045,12,5700,05700.csv,0.8245471942901911,6
5703,[2010. 7. 23. 9. 59. 8.718],4,B0045,16,5704,05704.csv,0.7935960418803983,7
5707,[2010. 7. 23. 15. 44. 51.671],4,B0045,20,5708,05708.csv,0.8183676087159205,8
5709,[2010. 7. 23. 20. 19. 2.359],4,B0045,22,5710,05710.csv,0.7977644276409412,9
5711,[2010. 7. 24. 0. 52. 14.625],4,B0045,24,5712,05712.csv,0.7993777411831636,10
5713,[2010. 7. 24. 5. 24. 46.453],4,B0045,26,5714,05714.csv,0.7783107440628891,11
5715,[2010. 7. 24. 9. 56. 39.000],4,B0045,28,5716,05716.csv,0.7803738231239117,12
5719,[2010. 7. 27. 16. 12. 5.718],4,B0045,32,5720,05720.csv,0.7713058245640294,13
5723,[2010. 7. 27. 21. 56. 24.312],4,B0045,36,5724,05724.csv,0.795279016979026,14
5725,[2010. 7. 28. 2. 29. 37.343],4,B0045,38,5726,05726.csv,0.7824128169919247,15
5727,[2010. 7. 28. 7. 1. 57.687],4,B0045,40,5728,05728.csv,0.7649414992231182,16
5729,[2010. 7. 28. 11. 33. 1.828],4,B0045,42,5730,05730.csv,0.7544899426779375,17
5731,[2010. 7. 28. 16. 3. 39.015],4,B0045,44,5732,05732.csv,0.7504048978314295,18
5735,[2010. 7. 28. 21. 45. 15.500],4,B0045,48,5736,05736.csv,0.7407258109620256,19
5737,[2010. 7. 29. 2. 14. 29.703],4,B0045,50,5738,05738.csv,0.0,20
5739,[2010. 7. 29. 5. 57. 18.515],4,B0045,52,5740,05740.csv,0.7308525593793626,21
5741,[2010. 7. 29. 10. 29. 29.765],4,B0045,54,5742,05742.csv,0.7287255851177903,22
5743,[2010. 7. 29. 14. 57. 39.921],4,B0045,56,5744,05744.csv,0.7161023377036263,23
5747,[2010. 7. 29. 20. 36. 49.093],4,B0045,60,5748,05748.csv,0.7129204834988017,24
5749,[2010. 7. 30. 1. 3. 48.203],4,B0045,62,5750,05750.csv,0.7141991829499618,25
5751,[2010. 7. 30. 5. 30. 13.453],4,B0045,64,5752,05752.csv,0.7190570819844222,26
5753,[2010. 7. 30. 9. 56. 7.796],4,B0045,66,5754,05754.csv,0.7173975428775917,27
5755,[2010. 7. 30. 14. 21. 3.875],4,B0045,68,5756,05756.csv,0.7071027496463946,28
5759,[2010. 7. 30. 19. 57. 28.859],4,B0045,72,5760,05760.csv,0.703531206505542,29
5761,[2010. 7. 31. 0. 21. 41.812],4,B0045,74,5762,05762.csv,0.6941108278958862,30
5763,[2010. 7. 31. 4. 45. 24.171],4,B0045,76,5764,05764.csv,0.6914114388869608,31
5765,[2010. 7. 31. 9. 8. 38.406],4,B0045,78,5766,05766.csv,0.6971551798505504,32
5767,[2010. 7. 31. 13. 31. 7.296],4,B0045,80,5768,05768.csv,0.6832460217432723,33
5771,[2010. 8. 3. 15. 52. 53.046],4,B0045,84,5772,05772.csv,0.6822029317493292,34
5775,[2010. 8. 3. 21. 29. 43.953],4,B0045,88,5776,05776.csv,0.7289529213213379,35
5777,[2010. 8. 4. 1. 56. 12.734],4,B0045,90,5778,05778.csv,0.7139321758287004,36
5779,[2010. 8. 4. 6. 20. 57.078],4,B0045,92,5780,05780.csv,0.6957731747455482,37
5781,[2010. 8. 4. 10. 44. 49.390],4,B0045,94,5782,05782.csv,0.7018312962317095,38
5783,[2010. 8. 4. 15. 7. 58.828],4,B0045,96,5784,05784.csv,0.6911808244378487,39
5787,[2010. 8. 4. 20. 41. 59.500],4,B0045,100,5788,05788.csv,0.6843279752855028,40
5789,[2010. 8. 5. 1. 4. 3.312],4,B0045,102,5790,05790.csv,0.6741394908812485,41
5791,[2010. 8. 5. 5. 25. 7.906],4,B0045,104,5792,05792.csv,0.6670070174301739,42
5793,[2010. 8. 5. 9. 45. 36.390],4,B0045,106,5794,05794.csv,0.6804085117374855,43
5795,[2010. 8. 5. 14. 5. 44.828],4,B0045,108,5796,05796.csv,0.6617864063235485,44
5799,[2010. 8. 5. 19. 37. 8.125],4,B0045,112,5800,05800.csv,0.6623168733492338,45
5801,[2010. 8. 5. 23. 56. 22.437],4,B0045,114,5802,05802.csv,0.6679358357181778,46
5803,[2010. 8. 6. 4. 15. 3.234],4,B0045,116,5804,05804.csv,0.6488990885270688,47
5805,[2010. 8. 6. 8. 33. 24.750],4,B0045,118,5806,05806.csv,0.6503639129625527,48
5807,[2010. 8. 6. 12. 51. 21.000],4,B0045,120,5808,05808.csv,0.6572077690202801,49
5811,[2010. 8. 6. 18. 20. 37.375],4,B0045,124,5812,05812.csv,0.6363517458476216,50
5813,[2010. 8. 6. 22. 37. 51.968],4,B0045,126,5814,05814.csv,0.6536449360948587,51
5815,[2010. 8. 7. 2. 54. 46.296],4,B0045,128,5816,05816.csv,0.6391428272150887,52
5817,[2010. 8. 7. 7. 11. 8.671],4,B0045,130,5818,05818.csv,0.6482206049496236,53
5819,[2010. 8. 7. 11. 26. 50.984],4,B0045,132,5820,05820.csv,0.6287957471922729,54
5823,[2010. 8. 10. 15. 39. 28.921],4,B0045,136,5824,05824.csv,0.6380571850193401,55
5827,[2010. 8. 10. 21. 13. 49.640],4,B0045,140,5828,05828.csv,0.6554825047832906,56
5829,[2010. 8. 11. 1. 35. 2.781],4,B0045,142,5830,05830.csv,0.6484934835397033,57
5831,[2010. 8. 11. 5. 54. 59.281],4,B0045,144,5832,05832.csv,0.6454071687844921,58
5833,[2010. 8. 11. 10. 14. 4.421],4,B0045,146,5834,05834.csv,0.6427008031845645,59
5835,[2010. 8. 11. 14. 32. 46.656],4,B0045,148,5836,05836.csv,0.6352454880802477,60
5839,[2010. 8. 12. 12. 34. 22.109],4,B0045,152,5840,05840.csv,0.6156760019587869,61
5843,[2010. 8. 12. 18. 4. 47.218],4,B0045,156,5844,05844.csv,0.6170833682807023,62
5845,[2010. 8. 12. 22. 24. 12.484],4,B0045,158,5846,05846.csv,0.6434227390858672,63
5847,[2010. 8. 13. 2. 42. 32.031],4,B0045,160,5848,05848.csv,0.6278124433742752,64
5849,[2010. 8. 13. 6. 59. 39.343],4,B0045,162,5850,05850.csv,0.6290078315253372,65
5851,[2010. 8. 13. 11. 16. 29.328],4,B0045,164,5852,05852.csv,0.0,66
5855,[2010. 8. 16. 10. 57. 7.937],4,B0045,168,5856,05856.csv,0.6266355568292261,67
5859,[2010. 8. 16. 16. 33. 48.968],4,B0045,172,5860,05860.csv,0.6495813516716594,68
5861,[2010. 8. 16. 20. 54. 56.609],4,B0045,174,5862,05862.csv,0.6337485177966306,69
5863,[2010. 8. 17. 1. 14. 42.109],4,B0045,176,5864,05864.csv,0.6298550929085645,70
5865,[2010. 8. 17. 5. 33. 53.718],4,B0045,178,5866,05866.csv,0.6183063778386736,71
5867,[2010. 8. 17. 9. 52. 5.375],4,B0045,180,5868,05868.csv,0.6069476168507777,72
5871,[2010. 7. 21. 15. 0. 35.093],4,B0046,0,5872,05872.csv,1.7282392323598248,1
5875,[2010. 7. 21. 21. 2. 56.984],4,B0046,4,5876,05876.csv,1.5161488467923143,2
5877,[2010. 7. 22. 1. 40. 6.218],4,B0046,6,5878,05878.csv,1.503121190703977,3
5879,[2010. 7. 22. 6. 16. 21.781],4,B0046,8,5880,05880.csv,1.48586566102824,4
5881,[2010. 7. 22. 10. 51. 48.203],4,B0046,10,5882,05882.csv,1.4694562316392716,5
5883,[2010. 7. 22. 15. 26. 29.359],4,B0046,12,5884,05884.csv,1.458955459264481,6
5887,[2010. 7. 23. 9. 59. 8.718],4,B0046,16,5888,05888.csv,1.4556853555098297,7
5891,[2010. 7. 23. 15. 44. 51.671],4,B0046,20,5892,05892.csv,1.456232262380321,8
5893,[2010. 7. 23. 20. 19. 2.359],4,B0046,22,5894,05894.csv,1.4440592236675138,9
5895,[2010. 7. 24. 0. 52. 14.625],4,B0046,24,5896,05896.csv,1.428294264765868,10
5897,[2010. 7. 24. 5. 24. 46.453],4,B0046,26,5898,05898.csv,1.4199848948034668,11
5899,[2010. 7. 24. 9. 56. 39.000],4,B0046,28,5900,05900.csv,1.4043226018516568,12
5903,[2010. 7. 27. 16. 12. 5.718],4,B0046,32,5904,05904.csv,1.4234351301615986,13
5907,[2010. 7. 27. 21. 56. 24.312],4,B0046,36,5908,05908.csv,1.4339948857967295,14
5909,[2010. 7. 28. 2. 29. 37.343],4,B0046,38,5910,05910.csv,1.4185177047756572,15
5911,[2010. 7. 28. 7. 1. 57.687],4,B0046,40,5912,05912.csv,1.4056313337829422,16
5913,[2010. 7. 28. 11. 33. 1.828],4,B0046,42,5914,05914.csv,1.3890214025155618,17
5915,[2010. 7. 28. 16. 3. 39.015],4,B0046,44,5916,05916.csv,1.3723339082737365,18
5919,[2010. 7. 28. 21. 45. 15.500],4,B0046,48,5920,05920.csv,1.3615778905990563,19
5921,[2010. 7. 29. 2. 14. 29.703],4,B0046,50,5922,05922.csv,0.0,20
5923,[2010. 7. 29. 5. 57. 18.515],4,B0046,52,5924,05924.csv,1.4100282016237429,21
5925,[2010. 7. 29. 10. 29. 29.765],4,B0046,54,5926,05926.csv,1.3395671374926488,22
5927,[2010. 7. 29. 14. 57. 39.921],4,B0046,56,5928,05928.csv,1.3291515487117478,23
5931,[2010. 7. 29. 20. 36. 49.093],4,B0046,60,5932,05932.csv,1.3181687033905718,24
5933,[2010. 7. 30. 1. 3. 48.203],4,B0046,62,5934,05934.csv,1.312423708466101,25
5935,[2010. 7. 30. 5. 30. 13.453],4,B0046,64,5936,05936.csv,1.2993237532162487,26
5937,[2010. 7. 30. 9. 56. 7.796],4,B0046,66,5938,05938.csv,1.2877483042174591,27
5939,[2010. 7. 30. 14. 21. 3.875],4,B0046,68,5940,05940.csv,1.2865282739749122,28
5943,[2010. 7. 30. 19. 57. 28.859],4,B0046,72,5944,05944.csv,1.2719636386987183,29
5945,[2010. 7. 31. 0. 21. 41.812],4,B0046,74,5946,05946.csv,1.2714495345417192,30
5947,[2010. 7. 31. 4. 45. 24.171],4,B0046,76,5948,05948.csv,1.2615423884659074,31
5949,[2010. 7. 31. 9. 8. 38.406],4,B0046,78,5950,05950.csv,1.2421201619204132,32
5951,[2010. 7. 31. 13. 31. 7.296],4,B0046,80,5952,05952.csv,1.2402537441669796,33
5955,[2010. 8. 3. 15. 52. 53.046],4,B0046,84,5956,05956.csv,1.2851130012242886,34
5959,[2010. 8. 3. 21. 29. 43.953],4,B0046,88,5960,05960.csv,1.3043327841699193,35
5961,[2010. 8. 4. 1. 56. 12.734],4,B0046,90,5962,05962.csv,1.2778639041619957,36
5963,[2010. 8. 4. 6. 20. 57.078],4,B0046,92,5964,05964.csv,1.272346459165154,37
5965,[2010. 8. 4. 10. 44. 49.390],4,B0046,94,5966,05966.csv,1.2477883952768762,38
5967,[2010. 8. 4. 15. 7. 58.828],4,B0046,96,5968,05968.csv,1.2352499196655526,39
5971,[2010. 8. 4. 20. 41. 59.500],4,B0046,100,5972,05972.csv,1.229251291851949,40
5973,[2010. 8. 5. 1. 4. 3.312],4,B0046,102,5974,05974.csv,1.223890910501634,41
5975,[2010. 8. 5. 5. 25. 7.906],4,B0046,104,5976,05976.csv,1.205423323571373,42
5977,[2010. 8. 5. 9. 45. 36.390],4,B0046,106,5978,05978.csv,1.1957824090008151,43
5979,[2010. 8. 5. 14. 5. 44.828],4,B0046,108,5980,05980.csv,1.190072949669846,44
5983,[2010. 8. 5. 19. 37. 8.125],4,B0046,112,5984,05984.csv,1.179201763233652,45
5985,[2010. 8. 5. 23. 56. 22.437],4,B0046,114,5986,05986.csv,1.169504032514554,46
5987,[2010. 8. 6. 4. 15. 3.234],4,B0046,116,5988,05988.csv,1.16772376849918,47
5989,[2010. 8. 6. 8. 33. 24.750],4,B0046,118,5990,05990.csv,1.1579256145829042,48
5991,[2010. 8. 6. 12. 51. 21.000],4,B0046,120,5992,05992.csv,1.1499812813376982,49
5995,[2010. 8. 6. 18. 20. 37.375],4,B0046,124,5996,05996.csv,1.150285902223034,50
5997,[2010. 8. 6. 22. 37. 51.968],4,B0046,126,5998,05998.csv,1.1349452274085248,51
5999,[2010. 8. 7. 2. 54. 46.296],4,B0046,128,6000,06000.csv,1.1380960963513609,52
6001,[2010. 8. 7. 7. 11. 8.671],4,B0046,130,6002,06002.csv,1.123711172150547,53
6003,[2010. 8. 7. 11. 26. 50.984],4,B0046,132,6004,06004.csv,0.0,54
6007,[2010. 8. 10. 15. 39. 28.921],4,B0046,136,6008,06008.csv,1.214119211354098,55
6011,[2010. 8. 10. 21. 13. 49.640],4,B0046,140,6012,06012.csv,1.211944797522819,56
6013,[2010. 8. 11. 1. 35. 2.781],4,B0046,142,6014,06014.csv,1.1971248679331925,57
6015,[2010. 8. 11. 5. 54. 59.281],4,B0046,144,6016,06016.csv,1.1822892151870987,58
6017,[2010. 8. 11. 10. 14. 4.421],4,B0046,146,6018,06018.csv,1.1645336676778395,59
6019,[2010. 8. 11. 14. 32. 46.656],4,B0046,148,6020,06020.csv,1.1535559567518647,60
6023,[2010. 8. 12. 12. 34. 22.109],4,B0046,152,6024,06024.csv,1.1601987101282063,61
6027,[2010. 8. 12. 18. 4. 47.218],4,B0046,156,6028,06028.csv,1.1711716308206082,62
6029,[2010. 8. 12. 22. 24. 12.484],4,B0046,158,6030,06030.csv,1.1563410270783216,63
6031,[2010. 8. 13. 2. 42. 32.031],4,B0046,160,6032,06032.csv,1.141082456193516,64
6033,[2010. 8. 13. 6. 59. 39.343],4,B0046,162,6034,06034.csv,1.1352383596118123,65
6035,[2010. 8. 13. 11. 16. 29.328],4,B0046,164,6036,06036.csv,0.0,66
6039,[2010. 8. 16. 10. 57. 7.937],4,B0046,168,6040,06040.csv,1.2530847858282803,67
6043,[2010. 8. 16. 16. 33. 48.968],4,B0046,172,6044,06044.csv,1.2050453590356518,68
6045,[2010. 8. 16. 20. 54. 56.609],4,B0046,174,6046,06046.csv,1.19119860196273,69
6047,[2010. 8. 17. 1. 14. 42.109],4,B0046,176,6048,06048.csv,1.17463817374538,70
6049,[2010. 8. 17. 5. 33. 53.718],4,B0046,178,6050,06050.csv,1.1555432048235512,71
6051,[2010. 8. 17. 9. 52. 5.375],4,B0046,180,6052,06052.csv,1.1538041170229467,72
6055,[2010. 7. 21. 15. 0. 35.093],4,B0047,0,6056,06056.csv,1.6743047446975208,1
6059,[2010. 7. 21. 21. 2. 56.984],4,B0047,4,6060,06060.csv,1.5243662105099025,2
6061,[2010. 7. 22. 1. 40. 6.218],4,B0047,6,6062,06062.csv,1.5080762969973425,3
6063,[2010. 7. 22. 6. 16. 21.781],4,B0047,8,6064,06064.csv,1.4835577960067696,4
6065,[2010. 7. 22. 10. 51. 48.203],4,B0047,10,6066,06066.csv,1.4671391666146525,5
6067,[2010. 7. 22. 15. 26. 29.359],4,B0047,12,6068,06068.csv,1.448858156982267,6
6071,[2010. 7. 23. 9. 59. 8.718],4,B0047,16,6072,06072.csv,1.4458534180949325,7
6075,[2010. 7. 23. 15. 44. 51.671],4,B0047,20,6076,06076.csv,1.431118266178283,8
6077,[2010. 7. 23. 20. 19. 2.359],4,B0047,22,6078,06078.csv,1.419274551657853,9
6079,[2010. 7. 24. 0. 52. 14.625],4,B0047,24,6080,06080.csv,1.3999974221808271,10
6081,[2010. 7. 24. 5. 24. 46.453],4,B0047,26,6082,06082.csv,1.3885156686114437,11
6083,[2010. 7. 24. 9. 56. 39.000],4,B0047,28,6084,06084.csv,1.3652234669528964,12
6087,[2010. 7. 27. 16. 12. 5.718],4,B0047,32,6088,06088.csv,1.4060442272970963,13
6091,[2010. 7. 27. 21. 56. 24.312],4,B0047,36,6092,06092.csv,1.405754161352578,14
6093,[2010. 7. 28. 2. 29. 37.343],4,B0047,38,6094,06094.csv,1.3867662881727878,15
6095,[2010. 7. 28. 7. 1. 57.687],4,B0047,40,6096,06096.csv,1.3705053061420225,16
6097,[2010. 7. 28. 11. 33. 1.828],4,B0047,42,6098,06098.csv,1.34974311148236,17
6099,[2010. 7. 28. 16. 3. 39.015],4,B0047,44,6100,06100.csv,1.3251533367939785,18
6103,[2010. 7. 28. 21. 45. 15.500],4,B0047,48,6104,06104.csv,1.3111943869635805,19
6105,[2010. 7. 29. 2. 14. 29.703],4,B0047,50,6106,06106.csv,0.0,20
6107,[2010. 7. 29. 5. 57. 18.515],4,B0047,52,6108,06108.csv,1.3394234405932892,21
6109,[2010. 7. 29. 10. 29. 29.765],4,B0047,54,6110,06110.csv,1.2849157142560723,22
6111,[2010. 7. 29. 14. 57. 39.921],4,B0047,56,6112,06112.csv,1.281719159327807,23
6115,[2010. 7. 29. 20. 36. 49.093],4,B0047,60,6116,06116.csv,1.2600051642942829,24
6117,[2010. 7. 30. 1. 3. 48.203],4,B0047,62,6118,06118.csv,1.266070385993126,25
6119,[2010. 7. 30. 5. 30. 13.453],4,B0047,64,6120,06120.csv,1.2413590294280803,26
6121,[2010. 7. 30. 9. 56. 7.796],4,B0047,66,6122,06122.csv,1.2298873703485311,27
6123,[2010. 7. 30. 14. 21. 3.875],4,B0047,68,6124,06124.csv,1.228088614506696,28
6127,[2010. 7. 30. 19. 57. 28.859],4,B0047,72,6128,06128.csv,1.2139857189070042,29
6129,[2010. 7. 31. 0. 21. 41.812],4,B0047,74,6130,06130.csv,1.2173435064564189,30
6131,[2010. 7. 31. 4. 45. 24.171],4,B0047,76,6132,06132.csv,1.2073445944515917,31
6133,[2010. 7. 31. 9. 8. 38.406],4,B0047,78,6134,06134.csv,1.18804049227045,32
6135,[2010. 7. 31. 13. 31. 7.296],4,B0047,80,6136,06136.csv,1.186304749886542,33
6139,[2010. 8. 3. 15. 52. 53.046],4,B0047,84,6140,06140.csv,1.2613935471028506,34
6143,[2010. 8. 3. 21. 29. 43.953],4,B0047,88,6144,06144.csv,1.2648246158850651,35
6145,[2010. 8. 4. 1. 56. 12.734],4,B0047,90,6146,06146.csv,1.24664945489822,36
6147,[2010. 8. 4. 6. 20. 57.078],4,B0047,92,6148,06148.csv,1.2333924152795082,37
6149,[2010. 8. 4. 10. 44. 49.390],4,B0047,94,6150,06150.csv,1.2129250072037692,38
6151,[2010. 8. 4. 15. 7. 58.828],4,B0047,96,6152,06152.csv,1.1999106597943647,39
6155,[2010. 8. 4. 20. 41. 59.500],4,B0047,100,6156,06156.csv,1.1902559038393383,40
6157,[2010. 8. 5. 1. 4. 3.312],4,B0047,102,6158,06158.csv,1.1892563795455853,41
6159,[2010. 8. 5. 5. 25. 7.906],4,B0047,104,6160,06160.csv,1.167069685125939,42
6161,[2010. 8. 5. 9. 45. 36.390],4,B0047,106,6162,06162.csv,1.1615348403090369,43
6163,[2010. 8. 5. 14. 5. 44.828],4,B0047,108,6164,06164.csv,1.1555563844349988,44
6167,[2010. 8. 5. 19. 37. 8.125],4,B0047,112,6168,06168.csv,1.1488524666097713,45
6169,[2010. 8. 5. 23. 56. 22.437],4,B0047,114,6170,06170.csv,1.143572986788779,46
6171,[2010. 8. 6. 4. 15. 3.234],4,B0047,116,6172,06172.csv,1.1418015379428537,47
6173,[2010. 8. 6. 8. 33. 24.750],4,B0047,118,6174,06174.csv,1.136058647502255,48
6175,[2010. 8. 6. 12. 51. 21.000],4,B0047,120,6176,06176.csv,1.1236364680969286,49
6179,[2010. 8. 6. 18. 20. 37.375],4,B0047,124,6180,06180.csv,1.1320498900328944,50
6181,[2010. 8. 6. 22. 37. 51.968],4,B0047,126,6182,06182.csv,1.117010176215815,51
6183,[2010. 8. 7. 2. 54. 46.296],4,B0047,128,6184,06184.csv,1.120043039721982,52
6185,[2010. 8. 7. 7. 11. 8.671],4,B0047,130,6186,06186.csv,1.1059773445917065,53
6187,[2010. 8. 7. 11. 26. 50.984],4,B0047,132,6188,06188.csv,0.0,54
6191,[2010. 8. 10. 15. 39. 28.921],4,B0047,136,6192,06192.csv,1.1907902374762016,55
6195,[2010. 8. 10. 21. 13. 49.640],4,B0047,140,6196,06196.csv,1.2012387088454022,56
6197,[2010. 8. 11. 1. 35. 2.781],4,B0047,142,6198,06198.csv,1.1906909549024802,57
6199,[2010. 8. 11. 5. 54. 59.281],4,B0047,144,6200,06200.csv,1.1764375730308343,58
6201,[2010. 8. 11. 10. 14. 4.421],4,B0047,146,6202,06202.csv,1.1628110372792353,59
6203,[2010. 8. 11. 14. 32. 46.656],4,B0047,148,6204,06204.csv,1.1516152840582583,60
6207,[2010. 8. 12. 12. 34. 22.109],4,B0047,152,6208,06208.csv,1.1583673498348623,61
6211,[2010. 8. 12. 18. 4. 47.218],4,B0047,156,6212,06212.csv,1.1692285288386206,62
6213,[2010. 8. 12. 22. 24. 12.484],4,B0047,158,6214,06214.csv,1.1588148476218465,63
6215,[2010. 8. 13. 2. 42. 32.031],4,B0047,160,6216,06216.csv,1.1439588147705455,64
6217,[2010. 8. 13. 6. 59. 39.343],4,B0047,162,6218,06218.csv,1.1383941068159398,65
6219,[2010. 8. 13. 11. 16. 29.328],4,B0047,164,6220,06220.csv,0.0,66
6223,[2010. 8. 16. 10. 57. 7.937],4,B0047,168,6224,06224.csv,1.2213102850395667,67
6227,[2010. 8. 16. 16. 33. 48.968],4,B0047,172,6228,06228.csv,1.2031062978889062,68
6229,[2010. 8. 16. 20. 54. 56.609],4,B0047,174,6230,06230.csv,1.1897147112197684,69
6231,[2010. 8. 17. 1. 14. 42.109],4,B0047,176,6232,06232.csv,1.177422568842014,70
6233,[2010. 8. 17. 5. 33. 53.718],4,B0047,178,6234,06234.csv,1.158443027293818,71
6235,[2010. 8. 17. 9. 52. 5.375],4,B0047,180,6236,06236.csv,1.1567087516841796,72
6239,[2010. 7. 21. 15. 0. 35.093],4,B0048,0,6240,06240.csv,1.6579955793677608,1
6243,[2010. 7. 21. 21. 2. 56.984],4,B0048,4,6244,06244.csv,1.5076933476098775,2
6245,[2010. 7. 22. 1. 40. 6.218],4,B0048,6,6246,06246.csv,1.4989223343608031,3
6247,[2010. 7. 22. 6. 16. 21.781],4,B0048,8,6248,06248.csv,1.4782919502497789,4
6249,[2010. 7. 22. 10. 51. 48.203],4,B0048,10,6250,06250.csv,1.461856891390611,5
6251,[2010. 7. 22. 15. 26. 29.359],4,B0048,12,6252,06252.csv,1.4509592706473475,6
6255,[2010. 7. 23. 9. 59. 8.718],4,B0048,16,6256,06256.csv,1.451746997147108,7
6259,[2010. 7. 23. 15. 44. 51.671],4,B0048,20,6260,06260.csv,1.444392866287476,8
6261,[2010. 7. 23. 20. 19. 2.359],4,B0048,22,6262,06262.csv,1.432738323965376,9
6263,[2010. 7. 24. 0. 52. 14.625],4,B0048,24,6264,06264.csv,1.417241201438662,10
6265,[2010. 7. 24. 5. 24. 46.453],4,B0048,26,6266,06266.csv,1.4057559944573452,11
6267,[2010. 7. 24. 9. 56. 39.000],4,B0048,28,6268,06268.csv,1.3902706269897065,12
6271,[2010. 7. 27. 16. 12. 5.718],4,B0048,32,6272,06272.csv,1.4196659307880326,13
6275,[2010. 7. 27. 21. 56. 24.312],4,B0048,36,6276,06276.csv,1.4190563985232272,14
6277,[2010. 7. 28. 2. 29. 37.343],4,B0048,38,6278,06278.csv,1.404272356704056,15
6279,[2010. 7. 28. 7. 1. 57.687],4,B0048,40,6280,06280.csv,1.3916140490958342,16
6281,[2010. 7. 28. 11. 33. 1.828],4,B0048,42,6282,06282.csv,1.3749618350294734,17
6283,[2010. 7. 28. 16. 3. 39.015],4,B0048,44,6284,06284.csv,1.3545155713071164,18
6287,[2010. 7. 28. 21. 45. 15.500],4,B0048,48,6288,06288.csv,1.3440223073315984,19
6289,[2010. 7. 29. 2. 14. 29.703],4,B0048,50,6290,06290.csv,0.0,20
6291,[2010. 7. 29. 5. 57. 18.515],4,B0048,52,6292,06292.csv,1.372384475860572,21
6293,[2010. 7. 29. 10. 29. 29.765],4,B0048,54,6294,06294.csv,1.318410575267441,22
6295,[2010. 7. 29. 14. 57. 39.921],4,B0048,56,6296,06296.csv,1.3112727599578604,23
6299,[2010. 7. 29. 20. 36. 49.093],4,B0048,60,6300,06300.csv,1.2970172419001187,24
6301,[2010. 7. 30. 1. 3. 48.203],4,B0048,62,6302,06302.csv,1.2995219526631718,25
